/home/gsnearing/projects/SACSMA-SNOW17
Using 40 cores of 40 total.
Initializing the  Dynamically Dimensioned Search (DDS) algorithm  with  100000  repetitions
The objective function will be minimized
Starting the DDS algotrithm with 100000 repetitions...
Finding best starting point for trial 1 using 500 random samples.
Initialize database...
['csv', 'hdf5', 'ram', 'sql', 'custom', 'noData']
8 of 100000, maximal objective function=3.46716, time remaining: 06:54:12
2757 of 100000, maximal objective function=22.859, time remaining: 07:29:23
2765 of 100000, maximal objective function=22.859, time remaining: 07:29:20
2773 of 100000, maximal objective function=22.859, time remaining: 07:29:18
2781 of 100000, maximal objective function=22.859, time remaining: 07:29:15
2789 of 100000, maximal objective function=22.859, time remaining: 07:29:12
2797 of 100000, maximal objective function=22.859, time remaining: 07:29:09
2805 of 100000, maximal objective function=22.859, time remaining: 07:29:07
2813 of 100000, maximal objective function=22.859, time remaining: 07:29:05
2821 of 100000, maximal objective function=22.859, time remaining: 07:29:02
2829 of 100000, maximal objective function=22.859, time remaining: 07:28:59
2837 of 100000, maximal objective function=22.859, time remaining: 07:28:56
2845 of 100000, maximal objective function=22.859, time remaining: 07:28:54
2853 of 100000, maximal objective function=22.859, time remaining: 07:28:51
2861 of 100000, maximal objective function=22.859, time remaining: 07:28:48
2869 of 100000, maximal objective function=22.859, time remaining: 07:28:45
2877 of 100000, maximal objective function=22.859, time remaining: 07:28:43
2885 of 100000, maximal objective function=22.859, time remaining: 07:28:41
2893 of 100000, maximal objective function=22.861, time remaining: 07:28:38
2901 of 100000, maximal objective function=22.8628, time remaining: 07:28:36
2909 of 100000, maximal objective function=22.8628, time remaining: 07:28:33
2917 of 100000, maximal objective function=22.8736, time remaining: 07:28:30
2925 of 100000, maximal objective function=22.8736, time remaining: 07:28:27
2933 of 100000, maximal objective function=23.2309, time remaining: 07:28:25
2939 of 100000, maximal objective function=23.2309, time remaining: 07:28:40
2947 of 100000, maximal objective function=23.2309, time remaining: 07:28:38
2955 of 100000, maximal objective function=23.2309, time remaining: 07:28:35
2963 of 100000, maximal objective function=23.2309, time remaining: 07:28:32
2971 of 100000, maximal objective function=23.2309, time remaining: 07:28:30
2979 of 100000, maximal objective function=23.2309, time remaining: 07:28:27
2987 of 100000, maximal objective function=23.2309, time remaining: 07:28:24
2995 of 100000, maximal objective function=23.2309, time remaining: 07:28:21
3003 of 100000, maximal objective function=23.2392, time remaining: 07:28:19
3011 of 100000, maximal objective function=23.2392, time remaining: 07:28:16
3019 of 100000, maximal objective function=23.2392, time remaining: 07:28:14
3027 of 100000, maximal objective function=23.2392, time remaining: 07:28:11
3035 of 100000, maximal objective function=23.2392, time remaining: 07:28:09
3043 of 100000, maximal objective function=23.2392, time remaining: 07:28:06
3051 of 100000, maximal objective function=23.2392, time remaining: 07:28:03
3059 of 100000, maximal objective function=23.2392, time remaining: 07:28:00
3067 of 100000, maximal objective function=23.2392, time remaining: 07:27:57
3075 of 100000, maximal objective function=23.2392, time remaining: 07:27:55
3083 of 100000, maximal objective function=23.2392, time remaining: 07:27:52
3091 of 100000, maximal objective function=23.2393, time remaining: 07:27:50
3099 of 100000, maximal objective function=23.2393, time remaining: 07:27:47
3107 of 100000, maximal objective function=23.2393, time remaining: 07:27:44
3115 of 100000, maximal objective function=23.2393, time remaining: 07:27:41
3122 of 100000, maximal objective function=23.2393, time remaining: 07:27:43
3128 of 100000, maximal objective function=23.2393, time remaining: 07:27:57
3136 of 100000, maximal objective function=23.2393, time remaining: 07:27:54
3144 of 100000, maximal objective function=23.2393, time remaining: 07:27:52
3152 of 100000, maximal objective function=23.2393, time remaining: 07:27:49
3160 of 100000, maximal objective function=23.2393, time remaining: 07:27:46
3168 of 100000, maximal objective function=23.2393, time remaining: 07:27:43
3176 of 100000, maximal objective function=23.2393, time remaining: 07:27:40
3184 of 100000, maximal objective function=23.2393, time remaining: 07:27:37
3192 of 100000, maximal objective function=23.2393, time remaining: 07:27:35
3200 of 100000, maximal objective function=23.2393, time remaining: 07:27:32
3208 of 100000, maximal objective function=23.2393, time remaining: 07:27:29
3216 of 100000, maximal objective function=23.2393, time remaining: 07:27:26
3224 of 100000, maximal objective function=23.2393, time remaining: 07:27:23
3232 of 100000, maximal objective function=23.2393, time remaining: 07:27:21
3240 of 100000, maximal objective function=23.2393, time remaining: 07:27:18
3248 of 100000, maximal objective function=23.2393, time remaining: 07:27:15
3256 of 100000, maximal objective function=23.2393, time remaining: 07:27:12
3264 of 100000, maximal objective function=23.2393, time remaining: 07:27:10
3272 of 100000, maximal objective function=23.2393, time remaining: 07:27:07
3280 of 100000, maximal objective function=23.2393, time remaining: 07:27:04
3288 of 100000, maximal objective function=23.2393, time remaining: 07:27:01
3296 of 100000, maximal objective function=23.2393, time remaining: 07:26:59
3304 of 100000, maximal objective function=23.2393, time remaining: 07:26:56
3311 of 100000, maximal objective function=23.2393, time remaining: 07:26:57
3319 of 100000, maximal objective function=23.2393, time remaining: 07:26:55
3327 of 100000, maximal objective function=23.2393, time remaining: 07:26:52
3335 of 100000, maximal objective function=23.2393, time remaining: 07:26:50
3343 of 100000, maximal objective function=23.2393, time remaining: 07:26:48
3351 of 100000, maximal objective function=23.2393, time remaining: 07:26:46
3359 of 100000, maximal objective function=23.2393, time remaining: 07:26:43
3367 of 100000, maximal objective function=23.2393, time remaining: 07:26:41
3375 of 100000, maximal objective function=23.2393, time remaining: 07:26:39
3383 of 100000, maximal objective function=23.2393, time remaining: 07:26:36
3391 of 100000, maximal objective function=23.2393, time remaining: 07:26:33
3399 of 100000, maximal objective function=23.2393, time remaining: 07:26:31
3407 of 100000, maximal objective function=23.2393, time remaining: 07:26:28
3415 of 100000, maximal objective function=23.2393, time remaining: 07:26:26
3423 of 100000, maximal objective function=23.2393, time remaining: 07:26:23
3431 of 100000, maximal objective function=23.2393, time remaining: 07:26:21
